"Year","Month","Hospital","Specialty","TotalPatients"
2015,"May","Roscommon Hospital","General Medicine",417
2015,"May","Roscommon Hospital","General Surgery",304
2015,"May","Roscommon Hospital","Gynaecology",11
2015,"May","Roscommon Hospital","Orthopaedics",408
2015,"May","Roscommon Hospital","Otolaryngology (ENT)",598
2015,"May","Roscommon Hospital","Plastic Surgery",161
2015,"May","Roscommon Hospital","Respiratory Medicine",13
2015,"May","Roscommon Hospital","Urology",102
2015,"May","Roscommon Hospital","Vascular Surgery",57
2015,"May","Royal Victoria Eye and Ear Hospital","Ophthalmology",6152
2015,"May","Royal Victoria Eye and Ear Hospital","Otolaryngology (ENT)",3540
2015,"May","Sligo Regional Hospital","Dermatology",1472
2015,"May","Sligo Regional Hospital","Endocrinology",274
2015,"May","Sligo Regional Hospital","General Medicine",882
2015,"May","Sligo Regional Hospital","General Surgery",988
2015,"May","Sligo Regional Hospital","Gynaecology",532
2015,"May","Sligo Regional Hospital","Haematology",65
2015,"May","Sligo Regional Hospital","Immunology",99
2015,"May","Sligo Regional Hospital","Maxillo-Facial",8
2015,"May","Sligo Regional Hospital","Nephrology",216
2015,"May","Sligo Regional Hospital","Neurology",283
2015,"May","Sligo Regional Hospital","Oncology",12
2015,"May","Sligo Regional Hospital","Ophthalmology",1865
2015,"May","Sligo Regional Hospital","Orthopaedics",1765
2015,"May","Sligo Regional Hospital","Otolaryngology (ENT)",1702
2015,"May","Sligo Regional Hospital","Paediatrics",334
2015,"May","Sligo Regional Hospital","Pain Relief",420
2015,"May","Sligo Regional Hospital","Radiotherapy",5
2015,"May","Sligo Regional Hospital","Rheumatology",1028
2015,"May","Sligo Regional Hospital","Urology",666
2015,"May","South Infirmary Victoria University Hospital","Dermatology",4745
2015,"May","South Infirmary Victoria University Hospital","Endocrinology",229
2015,"May","South Infirmary Victoria University Hospital","General Surgery",541
2015,"May","South Infirmary Victoria University Hospital","Maxillo-Facial",244
2015,"May","South Infirmary Victoria University Hospital","Oncology",14
2015,"May","South Infirmary Victoria University Hospital","Ophthalmology",19
2015,"May","South Infirmary Victoria University Hospital","Orthopaedics",7179
2015,"May","South Infirmary Victoria University Hospital","Otolaryngology (ENT)",5285
2015,"May","South Infirmary Victoria University Hospital","Pain Relief",1205
2015,"May","South Infirmary Victoria University Hospital","Plastic Surgery",1452
2015,"May","South Infirmary Victoria University Hospital","Rheumatology",431
2015,"May","South Tipperary General Hospital","Cardiology",82
2015,"May","South Tipperary General Hospital","Diabetes Mellitus",43
2015,"May","South Tipperary General Hospital","General Medicine",1490
2015,"May","South Tipperary General Hospital","General Surgery",995
2015,"May","South Tipperary General Hospital","Geriatric Medicine",1
2015,"May","South Tipperary General Hospital","Gynaecology",412
2015,"May","South Tipperary General Hospital","Paediatrics",315
2015,"May","St. Columcille's Hospital","Anaesthetics",10
2015,"May","St. Columcille's Hospital","Cardiology",502
2015,"May","St. Columcille's Hospital","Endocrinology",1186
2015,"May","St. Columcille's Hospital","Gastro-Enterology",4
2015,"May","St. Columcille's Hospital","General Medicine",12
2015,"May","St. Columcille's Hospital","General Surgery",202
2015,"May","St. Columcille's Hospital","Geriatric Medicine",90
2015,"May","St. Columcille's Hospital","Gynaecology",14
2015,"May","St. Columcille's Hospital","Ophthalmology",7
2015,"May","St. Columcille's Hospital","Orthopaedics",11
2015,"May","St. Columcille's Hospital","Other",1
2015,"May","St. Columcille's Hospital","Pain Relief",130
2015,"May","St. Columcille's Hospital","Psychiatry",2
2015,"May","St. Columcille's Hospital","Urology",166
2015,"May","St. Columcille's Hospital","Vascular Surgery",46
2015,"May","St. James's Hospital","Cardio-Thoracic Surgery",33
2015,"May","St. James's Hospital","Cardiology",417
2015,"May","St. James's Hospital","Clinical (Medical) Genetics",208
2015,"May","St. James's Hospital","Clinical Immunology",248
2015,"May","St. James's Hospital","Dermatology",942
2015,"May","St. James's Hospital","Diabetes Mellitus",281
2015,"May","St. James's Hospital","Endocrinology",248
2015,"May","St. James's Hospital","Gastro-Enterology",448
2015,"May","St. James's Hospital","General Medicine",148
2015,"May","St. James's Hospital","General Surgery",1708
2015,"May","St. James's Hospital","Geriatric Medicine",116
2015,"May","St. James's Hospital","Gynaecology",55
2015,"May","St. James's Hospital","Haematology",206
2015,"May","St. James's Hospital","Infectious Diseases",34
2015,"May","St. James's Hospital","Maxillo-Facial",667
2015,"May","St. James's Hospital","Nephrology",66
2015,"May","St. James's Hospital","Neurology",401
2015,"May","St. James's Hospital","Oncology",37
2015,"May","St. James's Hospital","Ophthalmology",71
2015,"May","St. James's Hospital","Orthopaedics",1322
2015,"May","St. James's Hospital","Otolaryngology (ENT)",603
2015,"May","St. James's Hospital","Pain Relief",395
2015,"May","St. James's Hospital","Palliative Medicine",20
2015,"May","St. James's Hospital","Plastic Surgery",1346
2015,"May","St. James's Hospital","Psychiatry",64
2015,"May","St. James's Hospital","Radiotherapy",12
2015,"May","St. James's Hospital","Respiratory Medicine",248
2015,"May","St. James's Hospital","Rheumatology",205
2015,"May","St. James's Hospital","Urology",1363
2015,"May","St. James's Hospital","Vascular Surgery",492
2015,"May","St. John's Hospital Limerick","General Medicine",168
2015,"May","St. John's Hospital Limerick","General Surgery",248
2015,"May","St. John's Hospital Limerick","Gynaecology",325
2015,"May","St. John's Hospital Limerick","Other",34
2015,"May","St. John's Hospital Limerick","Otolaryngology (ENT)",40
2015,"May","St. John's Hospital Limerick","Pain Relief",259
2015,"May","St. John's Hospital Limerick","Urology",78
2015,"May","St. Luke's General Hospital Kilkenny","Cardiology",551
2015,"May","St. Luke's General Hospital Kilkenny","Diabetes Mellitus",86
2015,"May","St. Luke's General Hospital Kilkenny","Gastro-Enterology",120
2015,"May","St. Luke's General Hospital Kilkenny","General Medicine",196
2015,"May","St. Luke's General Hospital Kilkenny","General Surgery",439
2015,"May","St. Luke's General Hospital Kilkenny","Geriatric Medicine",79
2015,"May","St. Luke's General Hospital Kilkenny","Gynaecology",692
2015,"May","St. Luke's General Hospital Kilkenny","Obstetrics",1
2015,"May","St. Luke's General Hospital Kilkenny","Paediatrics",218
2015,"May","St. Luke's General Hospital Kilkenny","Respiratory Medicine",150
2015,"May","St. Luke's General Hospital Kilkenny","Rheumatology",6
2015,"May","St. Michael's Hospital Dun Laoghaire","Cardiology",94
2015,"May","St. Michael's Hospital Dun Laoghaire","Dermatology",46
2015,"May","St. Michael's Hospital Dun Laoghaire","Diabetes Mellitus",60
2015,"May","St. Michael's Hospital Dun Laoghaire","Endocrinology",21
2015,"May","St. Michael's Hospital Dun Laoghaire","Gastro-Enterology",71
2015,"May","St. Michael's Hospital Dun Laoghaire","General Surgery",305
2015,"May","St. Michael's Hospital Dun Laoghaire","Geriatric Medicine",20
2015,"May","St. Michael's Hospital Dun Laoghaire","Gynaecology",355
2015,"May","St. Michael's Hospital Dun Laoghaire","Ophthalmology",374
2015,"May","St. Michael's Hospital Dun Laoghaire","Orthopaedics",260
2015,"May","St. Michael's Hospital Dun Laoghaire","Otolaryngology (ENT)",371
2015,"May","St. Michael's Hospital Dun Laoghaire","Respiratory Medicine",53
2015,"May","St. Michael's Hospital Dun Laoghaire","Urology",74
2015,"May","St. Vincent's University Hospital","Cardio-Thoracic Surgery",15
2015,"May","St. Vincent's University Hospital","Cardiology",1176
2015,"May","St. Vincent's University Hospital","Dental Surgery",5
2015,"May","St. Vincent's University Hospital","Dermatology",2052
2015,"May","St. Vincent's University Hospital","Endocrinology",446
2015,"May","St. Vincent's University Hospital","Gastro-Enterology",628
2015,"May","St. Vincent's University Hospital","General Medicine",1
2015,"May","St. Vincent's University Hospital","General Surgery",997
2015,"May","St. Vincent's University Hospital","Geriatric Medicine",56
2015,"May","St. Vincent's University Hospital","Gynaecology",280
2015,"May","St. Vincent's University Hospital","Haematology",409
2015,"May","St. Vincent's University Hospital","Nephrology",80
2015,"May","St. Vincent's University Hospital","Neurology",920
2015,"May","St. Vincent's University Hospital","Oncology",27
2015,"May","St. Vincent's University Hospital","Ophthalmology",167
2015,"May","St. Vincent's University Hospital","Orthopaedics",1915
2015,"May","St. Vincent's University Hospital","Otolaryngology (ENT)",859
2015,"May","St. Vincent's University Hospital","Pain Relief",374
2015,"May","St. Vincent's University Hospital","Plastic Surgery",1233
2015,"May","St. Vincent's University Hospital","Psychiatry",12
2015,"May","St. Vincent's University Hospital","Radiotherapy",19
2015,"May","St. Vincent's University Hospital","Rehabilitation Medicine",8
2015,"May","St. Vincent's University Hospital","Respiratory Medicine",777
2015,"May","St. Vincent's University Hospital","Rheumatology",709
2015,"May","St. Vincent's University Hospital","Urology",953
2015,"May","St. Vincent's University Hospital","Vascular Surgery",325
2015,"May","Tallaght Hospital","Anaesthetics",535
2015,"May","Tallaght Hospital","Cardiology",750
2015,"May","Tallaght Hospital","Chemical Pathology",136
2015,"May","Tallaght Hospital","Clinical Neurophysiology",719
2015,"May","Tallaght Hospital","Dental Surgery",5
2015,"May","Tallaght Hospital","Dermatology",2132
2015,"May","Tallaght Hospital","Developmental Paediatrics",415
2015,"May","Tallaght Hospital","Endocrinology",817
2015,"May","Tallaght Hospital","Gastro-Enterology",1404
2015,"May","Tallaght Hospital","General Medicine",6
2015,"May","Tallaght Hospital","General Surgery",1519
2015,"May","Tallaght Hospital","Geriatric Medicine",132
2015,"May","Tallaght Hospital","Gynaecology",1932
2015,"May","Tallaght Hospital","Haematology",435
2015,"May","Tallaght Hospital","Immunology",288
2015,"May","Tallaght Hospital","Nephrology",106
2015,"May","Tallaght Hospital","Neurology",1970
2015,"May","Tallaght Hospital","Oncology",26
2015,"May","Tallaght Hospital","Ophthalmology",404
2015,"May","Tallaght Hospital","Orthopaedics",2905
2015,"May","Tallaght Hospital","Otolaryngology (ENT)",3531
2015,"May","Tallaght Hospital","Paed Cardiology",448
2015,"May","Tallaght Hospital","Paed Endocrinology",66
2015,"May","Tallaght Hospital","Paed Gastro-Enterol",433
2015,"May","Tallaght Hospital","Paed Orthopaedic",133
2015,"May","Tallaght Hospital","Paediatric Dermatology",508
2015,"May","Tallaght Hospital","Paediatric ENT",2506
2015,"May","Tallaght Hospital","Paediatric Neurology",48
2015,"May","Tallaght Hospital","Paediatric Respiratory Medicine",353
2015,"May","Tallaght Hospital","Paediatric Surgery",246
2015,"May","Tallaght Hospital","Paediatrics",787
2015,"May","Tallaght Hospital","Palliative Medicine",2
2015,"May","Tallaght Hospital","Psychiatry",31
2015,"May","Tallaght Hospital","Rehabilitation Medicine",20
2015,"May","Tallaght Hospital","Respiratory Medicine",496
2015,"May","Tallaght Hospital","Rheumatology",547
2015,"May","Tallaght Hospital","Urology",3110
2015,"May","Tallaght Hospital","Vascular Surgery",661
2015,"May","University Hospital Limerick","Anaesthetics",515
2015,"May","University Hospital Limerick","Cardiology",529
2015,"May","University Hospital Limerick","Dermatology",1805
2015,"May","University Hospital Limerick","Gastro-Enterology",218
2015,"May","University Hospital Limerick","General Medicine",1416
2015,"May","University Hospital Limerick","General Surgery",1064
2015,"May","University Hospital Limerick","Geriatric Medicine",174
2015,"May","University Hospital Limerick","Gynaecology",637
2015,"May","University Hospital Limerick","Haematology",83
2015,"May","University Hospital Limerick","Maxillo-Facial",1191
2015,"May","University Hospital Limerick","Nephrology",103
2015,"May","University Hospital Limerick","Neurology",880
2015,"May","University Hospital Limerick","Oncology",51
2015,"May","University Hospital Limerick","Ophthalmology",2420
2015,"May","University Hospital Limerick","Orthopaedics",131
2015,"May","University Hospital Limerick","Otolaryngology (ENT)",2635
2015,"May","University Hospital Limerick","Paediatrics",688
2015,"May","University Hospital Limerick","Respiratory Medicine",29
2015,"May","University Hospital Limerick","Rheumatology",438
2015,"May","University Hospital Limerick","Urology",1383
2015,"May","University Hospital Limerick","Vascular Surgery",495
2015,"May","University Hospital Waterford","Breast Surgery",670
2015,"May","University Hospital Waterford","Cardiology",315
2015,"May","University Hospital Waterford","Dermatology",1265
2015,"May","University Hospital Waterford","Endocrinology",303
2015,"May","University Hospital Waterford","Gastro-Enterology",515
2015,"May","University Hospital Waterford","Gastro-Intestinal Surgery",75
2015,"May","University Hospital Waterford","General Medicine",141
2015,"May","University Hospital Waterford","General Surgery",1488
2015,"May","University Hospital Waterford","Gynaecology",582
2015,"May","University Hospital Waterford","Haematology",23
2015,"May","University Hospital Waterford","Nephrology",170
2015,"May","University Hospital Waterford","Neurology",921
2015,"May","University Hospital Waterford","Obstetrics",3
2015,"May","University Hospital Waterford","Oncology",73
2015,"May","University Hospital Waterford","Ophthalmology",1938
2015,"May","University Hospital Waterford","Orthopaedics",6906
2015,"May","University Hospital Waterford","Otolaryngology (ENT)",6220
2015,"May","University Hospital Waterford","Paediatrics",2
2015,"May","University Hospital Waterford","Pain Relief",791
2015,"May","University Hospital Waterford","Respiratory Medicine",921
2015,"May","University Hospital Waterford","Rheumatology",907
2015,"May","University Hospital Waterford","Urology",1336
2015,"May","University Hospital Waterford","Vascular Surgery",988
2015,"May","Wexford General Hospital","General Medicine",917
2015,"May","Wexford General Hospital","General Surgery",536
2015,"May","Wexford General Hospital","Geriatric Medicine",78
2015,"May","Wexford General Hospital","Gynaecology",989
2015,"May","Wexford General Hospital","Obstetrics",1
2015,"May","Wexford General Hospital","Oncology",4
2015,"May","Wexford General Hospital","Other",5
2015,"May","Wexford General Hospital","Paediatrics",461
2015,"May","Wexford General Hospital","Small Volume Specialities",1
