"Year","Month","Hospital","Age.Categorisation","TotalPatients"
2015,"Sep","Our Lady of Lourdes Hospital Drogheda"," 0-15",3299
2015,"Sep","Our Lady of Lourdes Hospital Drogheda","16-64",6309
2015,"Sep","Our Lady of Lourdes Hospital Drogheda","65+",1765
2015,"Sep","Our Lady's Children's Hospital Crumlin"," 0-15",12172
2015,"Sep","Our Lady's Children's Hospital Crumlin","16-64",344
2015,"Sep","Our Lady's Hospital Navan"," 0-15",25
2015,"Sep","Our Lady's Hospital Navan","16-64",3342
2015,"Sep","Our Lady's Hospital Navan","65+",1093
2015,"Sep","Portiuncula Hospital"," 0-15",466
2015,"Sep","Portiuncula Hospital","16-64",2162
2015,"Sep","Portiuncula Hospital","65+",563
2015,"Sep","Roscommon Hospital"," 0-15",253
2015,"Sep","Roscommon Hospital","16-64",1284
2015,"Sep","Roscommon Hospital","65+",678
2015,"Sep","Rotunda Hospital"," 0-15",4
2015,"Sep","Rotunda Hospital","16-64",1974
2015,"Sep","Rotunda Hospital","65+",111
2015,"Sep","Royal Victoria Eye and Ear Hospital"," 0-15",1015
2015,"Sep","Royal Victoria Eye and Ear Hospital","16-64",3900
2015,"Sep","Royal Victoria Eye and Ear Hospital","65+",2684
2015,"Sep","Sligo Regional Hospital"," 0-15",1412
2015,"Sep","Sligo Regional Hospital","16-64",7231
2015,"Sep","Sligo Regional Hospital","65+",3539
2015,"Sep","South Infirmary Victoria University Hospital"," 0-15",3147
2015,"Sep","South Infirmary Victoria University Hospital","16-64",13155
2015,"Sep","South Infirmary Victoria University Hospital","65+",3881
2015,"Sep","South Tipperary General Hospital"," 0-15",492
2015,"Sep","South Tipperary General Hospital","16-64",2336
2015,"Sep","South Tipperary General Hospital","65+",847
2015,"Sep","St. Columcille's Hospital"," 0-15",5
2015,"Sep","St. Columcille's Hospital","16-64",1936
2015,"Sep","St. Columcille's Hospital","65+",571
2015,"Sep","St. James's Hospital"," 0-15",101
2015,"Sep","St. James's Hospital","16-64",10607
2015,"Sep","St. James's Hospital","65+",2899
2015,"Sep","St. John's Hospital Limerick"," 0-15",26
2015,"Sep","St. John's Hospital Limerick","16-64",923
2015,"Sep","St. John's Hospital Limerick","65+",262
2015,"Sep","St. Luke's General Hospital Kilkenny"," 0-15",245
2015,"Sep","St. Luke's General Hospital Kilkenny","16-64",1822
2015,"Sep","St. Luke's General Hospital Kilkenny","65+",559
2015,"Sep","St. Michael's Hospital Dun Laoghaire"," 0-15",289
2015,"Sep","St. Michael's Hospital Dun Laoghaire","16-64",1373
2015,"Sep","St. Michael's Hospital Dun Laoghaire","65+",527
2015,"Sep","St. Vincent's University Hospital"," 0-15",42
2015,"Sep","St. Vincent's University Hospital","16-64",11085
2015,"Sep","St. Vincent's University Hospital","65+",3774
2015,"Sep","Tallaght Children's Hospital"," 0-15",5470
2015,"Sep","Tallaght Children's Hospital","16-64",121
2015,"Sep","Tallaght Hospital"," 0-15",161
2015,"Sep","Tallaght Hospital","16-64",17182
2015,"Sep","Tallaght Hospital","65+",3866
2015,"Sep","University Hospital Limerick"," 0-15",1882
2015,"Sep","University Hospital Limerick","16-64",11847
2015,"Sep","University Hospital Limerick","65+",4482
2015,"Sep","University Hospital Waterford"," 0-15",2234
2015,"Sep","University Hospital Waterford","16-64",12216
2015,"Sep","University Hospital Waterford","65+",5131
2015,"Sep","Wexford General Hospital"," 0-15",558
2015,"Sep","Wexford General Hospital","16-64",1883
2015,"Sep","Wexford General Hospital","65+",551
2015,"Oct","Bantry General Hospital"," 0-15",42
2015,"Oct","Bantry General Hospital","16-64",911
2015,"Oct","Bantry General Hospital","65+",626
2015,"Oct","Beaumont Hospital","NA",2
2015,"Oct","Beaumont Hospital"," 0-15",549
2015,"Oct","Beaumont Hospital","16-64",18890
2015,"Oct","Beaumont Hospital","65+",5807
2015,"Oct","Cappagh National Orthopaedic Hospital"," 0-15",32
2015,"Oct","Cappagh National Orthopaedic Hospital","16-64",1222
2015,"Oct","Cappagh National Orthopaedic Hospital","65+",540
2015,"Oct","Cavan General Hospital"," 0-15",819
2015,"Oct","Cavan General Hospital","16-64",4855
2015,"Oct","Cavan General Hospital","65+",1573
2015,"Oct","Childrens University Hospital Temple Street"," 0-15",10937
2015,"Oct","Childrens University Hospital Temple Street","16-64",200
2015,"Oct","Childrens University Hospital Temple Street","65+",2
2015,"Oct","Connolly Hospital","NA",4
2015,"Oct","Connolly Hospital"," 0-15",4
2015,"Oct","Connolly Hospital","16-64",8515
2015,"Oct","Connolly Hospital","65+",1897
2015,"Oct","Cork University Hospital"," 0-15",2978
2015,"Oct","Cork University Hospital","16-64",14425
2015,"Oct","Cork University Hospital","65+",5233
2015,"Oct","Croom Orthopaedic Hospital"," 0-15",189
2015,"Oct","Croom Orthopaedic Hospital","16-64",2932
2015,"Oct","Croom Orthopaedic Hospital","65+",1146
2015,"Oct","Ennis Hospital"," 0-15",410
2015,"Oct","Ennis Hospital","16-64",1251
2015,"Oct","Ennis Hospital","65+",453
2015,"Oct","Galway University Hospital"," 0-15",4411
2015,"Oct","Galway University Hospital","16-64",23301
2015,"Oct","Galway University Hospital","65+",7158
2015,"Oct","Kerry General Hospital"," 0-15",748
2015,"Oct","Kerry General Hospital","16-64",5195
2015,"Oct","Kerry General Hospital","65+",1723
2015,"Oct","Letterkenny General Hospital"," 0-15",1775
2015,"Oct","Letterkenny General Hospital","16-64",9618
2015,"Oct","Letterkenny General Hospital","65+",3303
2015,"Oct","Louth County Hospital"," 0-15",103
2015,"Oct","Louth County Hospital","16-64",1553
2015,"Oct","Louth County Hospital","65+",625
2015,"Oct","Mallow General Hospital"," 0-15",241
2015,"Oct","Mallow General Hospital","16-64",1856
2015,"Oct","Mallow General Hospital","65+",647
2015,"Oct","Mater Misericordiae University Hospital"," 0-15",33
2015,"Oct","Mater Misericordiae University Hospital","16-64",17628
2015,"Oct","Mater Misericordiae University Hospital","65+",6783
2015,"Oct","Mayo General Hospital"," 0-15",1154
2015,"Oct","Mayo General Hospital","16-64",3288
2015,"Oct","Mayo General Hospital","65+",1400
2015,"Oct","Mercy University Hospital"," 0-15",501
2015,"Oct","Mercy University Hospital","16-64",3843
2015,"Oct","Mercy University Hospital","65+",1176
2015,"Oct","Midland Regional Hospital Mullingar"," 0-15",1136
2015,"Oct","Midland Regional Hospital Mullingar","16-64",4391
2015,"Oct","Midland Regional Hospital Mullingar","65+",1099
2015,"Oct","Midland Regional Hospital Portlaoise"," 0-15",525
2015,"Oct","Midland Regional Hospital Portlaoise","16-64",2138
2015,"Oct","Midland Regional Hospital Portlaoise","65+",694
2015,"Oct","Midland Regional Hospital Tullamore"," 0-15",2394
2015,"Oct","Midland Regional Hospital Tullamore","16-64",8088
2015,"Oct","Midland Regional Hospital Tullamore","65+",2724
2015,"Oct","Naas General Hospital"," 0-15",3
2015,"Oct","Naas General Hospital","16-64",4230
2015,"Oct","Naas General Hospital","65+",1191
2015,"Oct","Nenagh Hospital"," 0-15",279
2015,"Oct","Nenagh Hospital","16-64",1199
2015,"Oct","Nenagh Hospital","65+",397
2015,"Oct","Our Lady of Lourdes Hospital Drogheda"," 0-15",3335
2015,"Oct","Our Lady of Lourdes Hospital Drogheda","16-64",6060
2015,"Oct","Our Lady of Lourdes Hospital Drogheda","65+",1796
2015,"Oct","Our Lady's Children's Hospital Crumlin"," 0-15",12150
2015,"Oct","Our Lady's Children's Hospital Crumlin","16-64",352
2015,"Oct","Our Lady's Hospital Navan"," 0-15",15
2015,"Oct","Our Lady's Hospital Navan","16-64",3160
2015,"Oct","Our Lady's Hospital Navan","65+",1076
2015,"Oct","Portiuncula Hospital"," 0-15",498
2015,"Oct","Portiuncula Hospital","16-64",2131
2015,"Oct","Portiuncula Hospital","65+",559
2015,"Oct","Roscommon Hospital"," 0-15",257
2015,"Oct","Roscommon Hospital","16-64",1390
2015,"Oct","Roscommon Hospital","65+",736
2015,"Oct","Rotunda Hospital"," 0-15",2
2015,"Oct","Rotunda Hospital","16-64",1642
2015,"Oct","Rotunda Hospital","65+",97
2015,"Oct","Royal Victoria Eye and Ear Hospital"," 0-15",933
2015,"Oct","Royal Victoria Eye and Ear Hospital","16-64",3761
2015,"Oct","Royal Victoria Eye and Ear Hospital","65+",2607
2015,"Oct","Sligo Regional Hospital"," 0-15",1368
2015,"Oct","Sligo Regional Hospital","16-64",6719
2015,"Oct","Sligo Regional Hospital","65+",3283
2015,"Oct","South Infirmary Victoria University Hospital"," 0-15",3087
2015,"Oct","South Infirmary Victoria University Hospital","16-64",13061
2015,"Oct","South Infirmary Victoria University Hospital","65+",3808
2015,"Oct","South Tipperary General Hospital"," 0-15",531
2015,"Oct","South Tipperary General Hospital","16-64",2437
2015,"Oct","South Tipperary General Hospital","65+",867
2015,"Oct","St. Columcille's Hospital"," 0-15",7
2015,"Oct","St. Columcille's Hospital","16-64",1969
2015,"Oct","St. Columcille's Hospital","65+",589
2015,"Oct","St. James's Hospital"," 0-15",102
2015,"Oct","St. James's Hospital","16-64",10752
2015,"Oct","St. James's Hospital","65+",2988
2015,"Oct","St. John's Hospital Limerick"," 0-15",26
2015,"Oct","St. John's Hospital Limerick","16-64",878
2015,"Oct","St. John's Hospital Limerick","65+",257
2015,"Oct","St. Luke's General Hospital Kilkenny"," 0-15",276
2015,"Oct","St. Luke's General Hospital Kilkenny","16-64",1867
2015,"Oct","St. Luke's General Hospital Kilkenny","65+",597
2015,"Oct","St. Michael's Hospital Dun Laoghaire"," 0-15",299
2015,"Oct","St. Michael's Hospital Dun Laoghaire","16-64",1407
2015,"Oct","St. Michael's Hospital Dun Laoghaire","65+",522
2015,"Oct","St. Vincent's University Hospital"," 0-15",40
2015,"Oct","St. Vincent's University Hospital","16-64",11274
2015,"Oct","St. Vincent's University Hospital","65+",3775
2015,"Oct","Tallaght Children's Hospital"," 0-15",5147
2015,"Oct","Tallaght Children's Hospital","16-64",101
2015,"Oct","Tallaght Hospital"," 0-15",148
2015,"Oct","Tallaght Hospital","16-64",15707
2015,"Oct","Tallaght Hospital","65+",3632
2015,"Oct","University Hospital Limerick"," 0-15",2012
2015,"Oct","University Hospital Limerick","16-64",11704
2015,"Oct","University Hospital Limerick","65+",4422
2015,"Oct","University Hospital Waterford"," 0-15",2103
2015,"Oct","University Hospital Waterford","16-64",12783
2015,"Oct","University Hospital Waterford","65+",5410
2015,"Oct","Wexford General Hospital"," 0-15",551
2015,"Oct","Wexford General Hospital","16-64",1965
2015,"Oct","Wexford General Hospital","65+",548
2015,"Nov","Bantry General Hospital"," 0-15",47
2015,"Nov","Bantry General Hospital","16-64",888
2015,"Nov","Bantry General Hospital","65+",628
2015,"Nov","Beaumont Hospital","NA",2
2015,"Nov","Beaumont Hospital"," 0-15",511
2015,"Nov","Beaumont Hospital","16-64",18574
2015,"Nov","Beaumont Hospital","65+",5816
2015,"Nov","Cappagh National Orthopaedic Hospital"," 0-15",37
2015,"Nov","Cappagh National Orthopaedic Hospital","16-64",1080
2015,"Nov","Cappagh National Orthopaedic Hospital","65+",476
2015,"Nov","Cavan General Hospital"," 0-15",849
2015,"Nov","Cavan General Hospital","16-64",4757
2015,"Nov","Cavan General Hospital","65+",1532
2015,"Nov","Childrens University Hospital Temple Street"," 0-15",10711
2015,"Nov","Childrens University Hospital Temple Street","16-64",198
2015,"Nov","Childrens University Hospital Temple Street","65+",2
2015,"Nov","Connolly Hospital","NA",4
2015,"Nov","Connolly Hospital"," 0-15",5
2015,"Nov","Connolly Hospital","16-64",8584
2015,"Nov","Connolly Hospital","65+",1942
2015,"Nov","Cork University Hospital"," 0-15",2973
2015,"Nov","Cork University Hospital","16-64",14547
2015,"Nov","Cork University Hospital","65+",5254
2015,"Nov","Croom Orthopaedic Hospital"," 0-15",185
2015,"Nov","Croom Orthopaedic Hospital","16-64",2870
2015,"Nov","Croom Orthopaedic Hospital","65+",1146
2015,"Nov","Ennis Hospital"," 0-15",392
2015,"Nov","Ennis Hospital","16-64",1263
2015,"Nov","Ennis Hospital","65+",460
2015,"Nov","Galway University Hospital"," 0-15",3928
2015,"Nov","Galway University Hospital","16-64",21111
2015,"Nov","Galway University Hospital","65+",6495
2015,"Nov","Kerry General Hospital"," 0-15",705
2015,"Nov","Kerry General Hospital","16-64",5225
2015,"Nov","Kerry General Hospital","65+",1757
2015,"Nov","Letterkenny General Hospital"," 0-15",1724
2015,"Nov","Letterkenny General Hospital","16-64",9124
2015,"Nov","Letterkenny General Hospital","65+",3102
2015,"Nov","Louth County Hospital"," 0-15",102
2015,"Nov","Louth County Hospital","16-64",1542
2015,"Nov","Louth County Hospital","65+",627
2015,"Nov","Mallow General Hospital"," 0-15",218
2015,"Nov","Mallow General Hospital","16-64",1748
2015,"Nov","Mallow General Hospital","65+",590
2015,"Nov","Mater Misericordiae University Hospital"," 0-15",30
2015,"Nov","Mater Misericordiae University Hospital","16-64",17535
2015,"Nov","Mater Misericordiae University Hospital","65+",6355
2015,"Nov","Mayo General Hospital"," 0-15",1066
2015,"Nov","Mayo General Hospital","16-64",3013
2015,"Nov","Mayo General Hospital","65+",1290
2015,"Nov","Mercy University Hospital"," 0-15",458
2015,"Nov","Mercy University Hospital","16-64",3659
2015,"Nov","Mercy University Hospital","65+",1046
2015,"Nov","Midland Regional Hospital Mullingar"," 0-15",1162
2015,"Nov","Midland Regional Hospital Mullingar","16-64",4247
2015,"Nov","Midland Regional Hospital Mullingar","65+",1064
2015,"Nov","Midland Regional Hospital Portlaoise"," 0-15",560
2015,"Nov","Midland Regional Hospital Portlaoise","16-64",2182
2015,"Nov","Midland Regional Hospital Portlaoise","65+",696
2015,"Nov","Midland Regional Hospital Tullamore"," 0-15",2447
2015,"Nov","Midland Regional Hospital Tullamore","16-64",8169
2015,"Nov","Midland Regional Hospital Tullamore","65+",2704
2015,"Nov","Naas General Hospital"," 0-15",4
2015,"Nov","Naas General Hospital","16-64",4132
2015,"Nov","Naas General Hospital","65+",1177
2015,"Nov","Nenagh Hospital"," 0-15",290
2015,"Nov","Nenagh Hospital","16-64",1280
2015,"Nov","Nenagh Hospital","65+",420
2015,"Nov","Our Lady of Lourdes Hospital Drogheda"," 0-15",3210
2015,"Nov","Our Lady of Lourdes Hospital Drogheda","16-64",5907
2015,"Nov","Our Lady of Lourdes Hospital Drogheda","65+",1825
2015,"Nov","Our Lady's Children's Hospital Crumlin"," 0-15",11955
2015,"Nov","Our Lady's Children's Hospital Crumlin","16-64",315
2015,"Nov","Our Lady's Hospital Navan"," 0-15",21
2015,"Nov","Our Lady's Hospital Navan","16-64",3176
2015,"Nov","Our Lady's Hospital Navan","65+",1095
2015,"Nov","Portiuncula Hospital"," 0-15",524
2015,"Nov","Portiuncula Hospital","16-64",2039
2015,"Nov","Portiuncula Hospital","65+",535
2015,"Nov","Roscommon Hospital"," 0-15",228
2015,"Nov","Roscommon Hospital","16-64",1293
2015,"Nov","Roscommon Hospital","65+",680
2015,"Nov","Rotunda Hospital"," 0-15",6
2015,"Nov","Rotunda Hospital","16-64",1573
2015,"Nov","Rotunda Hospital","65+",100
2015,"Nov","Royal Victoria Eye and Ear Hospital"," 0-15",920
2015,"Nov","Royal Victoria Eye and Ear Hospital","16-64",3745
2015,"Nov","Royal Victoria Eye and Ear Hospital","65+",2619
2015,"Nov","Sligo Regional Hospital"," 0-15",1325
2015,"Nov","Sligo Regional Hospital","16-64",6337
2015,"Nov","Sligo Regional Hospital","65+",3102
2015,"Nov","South Infirmary Victoria University Hospital"," 0-15",2803
2015,"Nov","South Infirmary Victoria University Hospital","16-64",11260
2015,"Nov","South Infirmary Victoria University Hospital","65+",3245
2015,"Nov","South Tipperary General Hospital"," 0-15",507
2015,"Nov","South Tipperary General Hospital","16-64",2313
2015,"Nov","South Tipperary General Hospital","65+",799
2015,"Nov","St. Columcille's Hospital"," 0-15",3
2015,"Nov","St. Columcille's Hospital","16-64",1992
2015,"Nov","St. Columcille's Hospital","65+",569
2015,"Nov","St. James's Hospital"," 0-15",91
2015,"Nov","St. James's Hospital","16-64",10691
2015,"Nov","St. James's Hospital","65+",2916
2015,"Nov","St. John's Hospital Limerick"," 0-15",33
2015,"Nov","St. John's Hospital Limerick","16-64",889
2015,"Nov","St. John's Hospital Limerick","65+",276
2015,"Nov","St. Luke's General Hospital Kilkenny"," 0-15",296
2015,"Nov","St. Luke's General Hospital Kilkenny","16-64",1907
2015,"Nov","St. Luke's General Hospital Kilkenny","65+",610
2015,"Nov","St. Michael's Hospital Dun Laoghaire"," 0-15",296
2015,"Nov","St. Michael's Hospital Dun Laoghaire","16-64",1419
2015,"Nov","St. Michael's Hospital Dun Laoghaire","65+",507
2015,"Nov","St. Vincent's University Hospital"," 0-15",42
2015,"Nov","St. Vincent's University Hospital","16-64",11443
2015,"Nov","St. Vincent's University Hospital","65+",3821
2015,"Nov","Tallaght Children's Hospital"," 0-15",5002
2015,"Nov","Tallaght Children's Hospital","16-64",98
2015,"Nov","Tallaght Hospital"," 0-15",136
2015,"Nov","Tallaght Hospital","16-64",15238
2015,"Nov","Tallaght Hospital","65+",3491
2015,"Nov","University Hospital Limerick"," 0-15",2080
2015,"Nov","University Hospital Limerick","16-64",12104
2015,"Nov","University Hospital Limerick","65+",4519
2015,"Nov","University Hospital Waterford"," 0-15",2148
2015,"Nov","University Hospital Waterford","16-64",12365
2015,"Nov","University Hospital Waterford","65+",5177
2015,"Nov","Wexford General Hospital"," 0-15",566
2015,"Nov","Wexford General Hospital","16-64",2053
2015,"Nov","Wexford General Hospital","65+",555
2015,"Dec","Bantry General Hospital"," 0-15",59
2015,"Dec","Bantry General Hospital","16-64",901
2015,"Dec","Bantry General Hospital","65+",585
2015,"Dec","Beaumont Hospital","NA",2
2015,"Dec","Beaumont Hospital"," 0-15",523
2015,"Dec","Beaumont Hospital","16-64",18019
2015,"Dec","Beaumont Hospital","65+",5765
2015,"Dec","Cappagh National Orthopaedic Hospital"," 0-15",37
2015,"Dec","Cappagh National Orthopaedic Hospital","16-64",1047
2015,"Dec","Cappagh National Orthopaedic Hospital","65+",463
2015,"Dec","Cavan General Hospital"," 0-15",912
2015,"Dec","Cavan General Hospital","16-64",4668
2015,"Dec","Cavan General Hospital","65+",1541
2015,"Dec","Childrens University Hospital Temple Street"," 0-15",10370
2015,"Dec","Childrens University Hospital Temple Street","16-64",174
2015,"Dec","Childrens University Hospital Temple Street","65+",2
2015,"Dec","Connolly Hospital","NA",3
2015,"Dec","Connolly Hospital"," 0-15",5
2015,"Dec","Connolly Hospital","16-64",8521
2015,"Dec","Connolly Hospital","65+",1951
