"Year","Month","Hospital","Time.Bands","TotalPatients"
2015,"Mar","St. Columcille's Hospital","12-15 Months",117
2015,"Mar","St. Columcille's Hospital","15-18 Months",81
2015,"Mar","St. Columcille's Hospital","18+ Months",199
2015,"Mar","St. James's Hospital"," 0-3 Months",6621
2015,"Mar","St. James's Hospital"," 3-6 Months",2568
2015,"Mar","St. James's Hospital"," 6-9 Months",1265
2015,"Mar","St. James's Hospital"," 9-12 Months",731
2015,"Mar","St. James's Hospital","12-15 Months",268
2015,"Mar","St. James's Hospital","15-18 Months",35
2015,"Mar","St. James's Hospital","18+ Months",99
2015,"Mar","St. John's Hospital Limerick"," 0-3 Months",731
2015,"Mar","St. John's Hospital Limerick"," 3-6 Months",324
2015,"Mar","St. John's Hospital Limerick"," 6-9 Months",111
2015,"Mar","St. John's Hospital Limerick"," 9-12 Months",44
2015,"Mar","St. Luke's General Hospital Kilkenny"," 0-3 Months",1464
2015,"Mar","St. Luke's General Hospital Kilkenny"," 3-6 Months",430
2015,"Mar","St. Luke's General Hospital Kilkenny"," 6-9 Months",273
2015,"Mar","St. Luke's General Hospital Kilkenny"," 9-12 Months",166
2015,"Mar","St. Luke's General Hospital Kilkenny","12-15 Months",46
2015,"Mar","St. Luke's General Hospital Kilkenny","15-18 Months",7
2015,"Mar","St. Michael's Hospital Dun Laoghaire"," 0-3 Months",1064
2015,"Mar","St. Michael's Hospital Dun Laoghaire"," 3-6 Months",609
2015,"Mar","St. Michael's Hospital Dun Laoghaire"," 6-9 Months",242
2015,"Mar","St. Michael's Hospital Dun Laoghaire"," 9-12 Months",185
2015,"Mar","St. Michael's Hospital Dun Laoghaire","12-15 Months",50
2015,"Mar","St. Michael's Hospital Dun Laoghaire","15-18 Months",9
2015,"Mar","St. Michael's Hospital Dun Laoghaire","18+ Months",1
2015,"Mar","St. Vincent's University Hospital"," 0-3 Months",7129
2015,"Mar","St. Vincent's University Hospital"," 3-6 Months",3830
2015,"Mar","St. Vincent's University Hospital"," 6-9 Months",1943
2015,"Mar","St. Vincent's University Hospital"," 9-12 Months",983
2015,"Mar","St. Vincent's University Hospital","12-15 Months",156
2015,"Mar","St. Vincent's University Hospital","15-18 Months",23
2015,"Mar","St. Vincent's University Hospital","18+ Months",7
2015,"Mar","Tallaght Hospital"," 0-3 Months",7618
2015,"Mar","Tallaght Hospital"," 3-6 Months",5664
2015,"Mar","Tallaght Hospital"," 6-9 Months",4294
2015,"Mar","Tallaght Hospital"," 9-12 Months",3720
2015,"Mar","Tallaght Hospital","12-15 Months",2482
2015,"Mar","Tallaght Hospital","15-18 Months",2223
2015,"Mar","Tallaght Hospital","18+ Months",4613
2015,"Mar","University Hospital Limerick"," 0-3 Months",6301
2015,"Mar","University Hospital Limerick"," 3-6 Months",3471
2015,"Mar","University Hospital Limerick"," 6-9 Months",2439
2015,"Mar","University Hospital Limerick"," 9-12 Months",1808
2015,"Mar","University Hospital Limerick","12-15 Months",854
2015,"Mar","University Hospital Limerick","15-18 Months",410
2015,"Mar","University Hospital Limerick","18+ Months",521
2015,"Mar","University Hospital Waterford"," 0-3 Months",6007
2015,"Mar","University Hospital Waterford"," 3-6 Months",3942
2015,"Mar","University Hospital Waterford"," 6-9 Months",3308
2015,"Mar","University Hospital Waterford"," 9-12 Months",3279
2015,"Mar","University Hospital Waterford","12-15 Months",2642
2015,"Mar","University Hospital Waterford","15-18 Months",2278
2015,"Mar","University Hospital Waterford","18+ Months",5766
2015,"Mar","Wexford General Hospital"," 0-3 Months",1572
2015,"Mar","Wexford General Hospital"," 3-6 Months",677
2015,"Mar","Wexford General Hospital"," 6-9 Months",367
2015,"Mar","Wexford General Hospital"," 9-12 Months",230
2015,"Mar","Wexford General Hospital","12-15 Months",19
2015,"Apr","Bantry General Hospital"," 0-3 Months",995
2015,"Apr","Bantry General Hospital"," 3-6 Months",497
2015,"Apr","Bantry General Hospital"," 6-9 Months",405
2015,"Apr","Bantry General Hospital"," 9-12 Months",132
2015,"Apr","Bantry General Hospital","12-15 Months",29
2015,"Apr","Bantry General Hospital","18+ Months",1
2015,"Apr","Beaumont Hospital"," 0-3 Months",8815
2015,"Apr","Beaumont Hospital"," 3-6 Months",4722
2015,"Apr","Beaumont Hospital"," 6-9 Months",4261
2015,"Apr","Beaumont Hospital"," 9-12 Months",3313
2015,"Apr","Beaumont Hospital","12-15 Months",1959
2015,"Apr","Beaumont Hospital","15-18 Months",1051
2015,"Apr","Beaumont Hospital","18+ Months",494
2015,"Apr","Cappagh National Orthopaedic Hospital"," 0-3 Months",719
2015,"Apr","Cappagh National Orthopaedic Hospital"," 3-6 Months",281
2015,"Apr","Cappagh National Orthopaedic Hospital"," 6-9 Months",284
2015,"Apr","Cappagh National Orthopaedic Hospital"," 9-12 Months",236
2015,"Apr","Cappagh National Orthopaedic Hospital","12-15 Months",68
2015,"Apr","Cavan General Hospital"," 0-3 Months",2466
2015,"Apr","Cavan General Hospital"," 3-6 Months",1530
2015,"Apr","Cavan General Hospital"," 6-9 Months",1329
2015,"Apr","Cavan General Hospital"," 9-12 Months",1020
2015,"Apr","Cavan General Hospital","12-15 Months",614
2015,"Apr","Cavan General Hospital","15-18 Months",344
2015,"Apr","Cavan General Hospital","18+ Months",326
2015,"Apr","Childrens University Hospital Temple Street"," 0-3 Months",4327
2015,"Apr","Childrens University Hospital Temple Street"," 3-6 Months",2651
2015,"Apr","Childrens University Hospital Temple Street"," 6-9 Months",1985
2015,"Apr","Childrens University Hospital Temple Street"," 9-12 Months",1237
2015,"Apr","Childrens University Hospital Temple Street","12-15 Months",1083
2015,"Apr","Childrens University Hospital Temple Street","15-18 Months",488
2015,"Apr","Childrens University Hospital Temple Street","18+ Months",688
2015,"Apr","Connolly Hospital"," 0-3 Months",3988
2015,"Apr","Connolly Hospital"," 3-6 Months",1920
2015,"Apr","Connolly Hospital"," 6-9 Months",1548
2015,"Apr","Connolly Hospital"," 9-12 Months",1319
2015,"Apr","Connolly Hospital","12-15 Months",696
2015,"Apr","Connolly Hospital","15-18 Months",279
2015,"Apr","Connolly Hospital","18+ Months",102
2015,"Apr","Cork University Hospital"," 0-3 Months",7874
2015,"Apr","Cork University Hospital"," 3-6 Months",4287
2015,"Apr","Cork University Hospital"," 6-9 Months",3700
2015,"Apr","Cork University Hospital"," 9-12 Months",3040
2015,"Apr","Cork University Hospital","12-15 Months",2183
2015,"Apr","Cork University Hospital","15-18 Months",1552
2015,"Apr","Cork University Hospital","18+ Months",2881
2015,"Apr","Croom Orthopaedic Hospital"," 0-3 Months",1336
2015,"Apr","Croom Orthopaedic Hospital"," 3-6 Months",727
2015,"Apr","Croom Orthopaedic Hospital"," 6-9 Months",580
2015,"Apr","Croom Orthopaedic Hospital"," 9-12 Months",560
2015,"Apr","Croom Orthopaedic Hospital","12-15 Months",431
2015,"Apr","Croom Orthopaedic Hospital","15-18 Months",175
2015,"Apr","Croom Orthopaedic Hospital","18+ Months",145
2015,"Apr","Ennis Hospital"," 0-3 Months",801
2015,"Apr","Ennis Hospital"," 3-6 Months",494
2015,"Apr","Ennis Hospital"," 6-9 Months",416
2015,"Apr","Ennis Hospital"," 9-12 Months",341
2015,"Apr","Ennis Hospital","12-15 Months",237
2015,"Apr","Ennis Hospital","15-18 Months",25
2015,"Apr","Ennis Hospital","18+ Months",30
2015,"Apr","Galway University Hospital"," 0-3 Months",13201
2015,"Apr","Galway University Hospital"," 3-6 Months",5955
2015,"Apr","Galway University Hospital"," 6-9 Months",5145
2015,"Apr","Galway University Hospital"," 9-12 Months",3740
2015,"Apr","Galway University Hospital","12-15 Months",3367
2015,"Apr","Galway University Hospital","15-18 Months",1952
2015,"Apr","Galway University Hospital","18+ Months",3977
2015,"Apr","Kerry General Hospital"," 0-3 Months",2809
2015,"Apr","Kerry General Hospital"," 3-6 Months",1721
2015,"Apr","Kerry General Hospital"," 6-9 Months",1310
2015,"Apr","Kerry General Hospital"," 9-12 Months",1029
2015,"Apr","Kerry General Hospital","12-15 Months",554
2015,"Apr","Kerry General Hospital","15-18 Months",248
2015,"Apr","Kerry General Hospital","18+ Months",126
2015,"Apr","Letterkenny General Hospital"," 0-3 Months",3748
2015,"Apr","Letterkenny General Hospital"," 3-6 Months",2430
2015,"Apr","Letterkenny General Hospital"," 6-9 Months",2256
2015,"Apr","Letterkenny General Hospital"," 9-12 Months",2251
2015,"Apr","Letterkenny General Hospital","12-15 Months",1852
2015,"Apr","Letterkenny General Hospital","15-18 Months",1260
2015,"Apr","Letterkenny General Hospital","18+ Months",2424
2015,"Apr","Louth County Hospital"," 0-3 Months",1090
2015,"Apr","Louth County Hospital"," 3-6 Months",469
2015,"Apr","Louth County Hospital"," 6-9 Months",283
2015,"Apr","Louth County Hospital"," 9-12 Months",179
2015,"Apr","Louth County Hospital","12-15 Months",39
2015,"Apr","Louth County Hospital","15-18 Months",1
2015,"Apr","Louth County Hospital","18+ Months",1
2015,"Apr","Mallow General Hospital"," 0-3 Months",1012
2015,"Apr","Mallow General Hospital"," 3-6 Months",589
2015,"Apr","Mallow General Hospital"," 6-9 Months",414
2015,"Apr","Mallow General Hospital"," 9-12 Months",269
2015,"Apr","Mallow General Hospital","12-15 Months",210
2015,"Apr","Mallow General Hospital","15-18 Months",53
2015,"Apr","Mallow General Hospital","18+ Months",156
2015,"Apr","Mater Misericordiae University Hospital"," 0-3 Months",9839
2015,"Apr","Mater Misericordiae University Hospital"," 3-6 Months",4608
2015,"Apr","Mater Misericordiae University Hospital"," 6-9 Months",3559
2015,"Apr","Mater Misericordiae University Hospital"," 9-12 Months",2442
2015,"Apr","Mater Misericordiae University Hospital","12-15 Months",1270
2015,"Apr","Mater Misericordiae University Hospital","15-18 Months",696
2015,"Apr","Mater Misericordiae University Hospital","18+ Months",783
2015,"Apr","Mayo General Hospital"," 0-3 Months",2613
2015,"Apr","Mayo General Hospital"," 3-6 Months",697
2015,"Apr","Mayo General Hospital"," 6-9 Months",566
2015,"Apr","Mayo General Hospital"," 9-12 Months",593
2015,"Apr","Mayo General Hospital","12-15 Months",580
2015,"Apr","Mayo General Hospital","15-18 Months",316
2015,"Apr","Mayo General Hospital","18+ Months",785
2015,"Apr","Mercy University Hospital"," 0-3 Months",2219
2015,"Apr","Mercy University Hospital"," 3-6 Months",1309
2015,"Apr","Mercy University Hospital"," 6-9 Months",927
2015,"Apr","Mercy University Hospital"," 9-12 Months",578
2015,"Apr","Mercy University Hospital","12-15 Months",369
2015,"Apr","Mercy University Hospital","15-18 Months",155
2015,"Apr","Mercy University Hospital","18+ Months",194
2015,"Apr","Midland Regional Hospital Mullingar"," 0-3 Months",1627
2015,"Apr","Midland Regional Hospital Mullingar"," 3-6 Months",1420
2015,"Apr","Midland Regional Hospital Mullingar"," 6-9 Months",1105
2015,"Apr","Midland Regional Hospital Mullingar"," 9-12 Months",792
2015,"Apr","Midland Regional Hospital Mullingar","12-15 Months",300
2015,"Apr","Midland Regional Hospital Mullingar","15-18 Months",137
2015,"Apr","Midland Regional Hospital Mullingar","18+ Months",421
2015,"Apr","Midland Regional Hospital Portlaoise"," 0-3 Months",1418
2015,"Apr","Midland Regional Hospital Portlaoise"," 3-6 Months",373
2015,"Apr","Midland Regional Hospital Portlaoise"," 6-9 Months",785
2015,"Apr","Midland Regional Hospital Portlaoise"," 9-12 Months",663
2015,"Apr","Midland Regional Hospital Portlaoise","12-15 Months",319
2015,"Apr","Midland Regional Hospital Portlaoise","15-18 Months",99
2015,"Apr","Midland Regional Hospital Portlaoise","18+ Months",46
2015,"Apr","Midland Regional Hospital Tullamore"," 0-3 Months",3285
2015,"Apr","Midland Regional Hospital Tullamore"," 3-6 Months",2210
2015,"Apr","Midland Regional Hospital Tullamore"," 6-9 Months",1956
2015,"Apr","Midland Regional Hospital Tullamore"," 9-12 Months",1982
2015,"Apr","Midland Regional Hospital Tullamore","12-15 Months",1586
2015,"Apr","Midland Regional Hospital Tullamore","15-18 Months",770
2015,"Apr","Midland Regional Hospital Tullamore","18+ Months",1193
2015,"Apr","Naas General Hospital"," 0-3 Months",2193
2015,"Apr","Naas General Hospital"," 3-6 Months",928
2015,"Apr","Naas General Hospital"," 6-9 Months",948
2015,"Apr","Naas General Hospital"," 9-12 Months",636
2015,"Apr","Naas General Hospital","12-15 Months",313
2015,"Apr","Naas General Hospital","15-18 Months",47
2015,"Apr","Naas General Hospital","18+ Months",70
2015,"Apr","Nenagh Hospital"," 0-3 Months",769
2015,"Apr","Nenagh Hospital"," 3-6 Months",318
2015,"Apr","Nenagh Hospital"," 6-9 Months",233
2015,"Apr","Nenagh Hospital"," 9-12 Months",210
2015,"Apr","Nenagh Hospital","12-15 Months",145
2015,"Apr","Nenagh Hospital","15-18 Months",57
2015,"Apr","Nenagh Hospital","18+ Months",144
2015,"Apr","Our Lady of Lourdes Hospital Drogheda"," 0-3 Months",4087
2015,"Apr","Our Lady of Lourdes Hospital Drogheda"," 3-6 Months",2432
2015,"Apr","Our Lady of Lourdes Hospital Drogheda"," 6-9 Months",2078
2015,"Apr","Our Lady of Lourdes Hospital Drogheda"," 9-12 Months",1521
2015,"Apr","Our Lady of Lourdes Hospital Drogheda","12-15 Months",1023
2015,"Apr","Our Lady of Lourdes Hospital Drogheda","15-18 Months",224
2015,"Apr","Our Lady of Lourdes Hospital Drogheda","18+ Months",21
2015,"Apr","Our Lady's Children's Hospital Crumlin"," 0-3 Months",5044
2015,"Apr","Our Lady's Children's Hospital Crumlin"," 3-6 Months",2760
2015,"Apr","Our Lady's Children's Hospital Crumlin"," 6-9 Months",1664
2015,"Apr","Our Lady's Children's Hospital Crumlin"," 9-12 Months",1443
2015,"Apr","Our Lady's Children's Hospital Crumlin","12-15 Months",893
2015,"Apr","Our Lady's Children's Hospital Crumlin","15-18 Months",410
2015,"Apr","Our Lady's Children's Hospital Crumlin","18+ Months",317
2015,"Apr","Our Lady's Hospital Navan"," 0-3 Months",2021
2015,"Apr","Our Lady's Hospital Navan"," 3-6 Months",954
2015,"Apr","Our Lady's Hospital Navan"," 6-9 Months",780
2015,"Apr","Our Lady's Hospital Navan"," 9-12 Months",316
2015,"Apr","Our Lady's Hospital Navan","12-15 Months",80
2015,"Apr","Our Lady's Hospital Navan","15-18 Months",8
2015,"Apr","Our Lady's Hospital Navan","18+ Months",1
2015,"Apr","Portiuncula Hospital"," 0-3 Months",1372
2015,"Apr","Portiuncula Hospital"," 3-6 Months",636
2015,"Apr","Portiuncula Hospital"," 6-9 Months",553
2015,"Apr","Portiuncula Hospital"," 9-12 Months",309
2015,"Apr","Portiuncula Hospital","12-15 Months",139
2015,"Apr","Portiuncula Hospital","15-18 Months",104
2015,"Apr","Portiuncula Hospital","18+ Months",114
2015,"Apr","Roscommon Hospital"," 0-3 Months",1007
2015,"Apr","Roscommon Hospital"," 3-6 Months",344
2015,"Apr","Roscommon Hospital"," 6-9 Months",268
2015,"Apr","Roscommon Hospital"," 9-12 Months",208
2015,"Apr","Roscommon Hospital","12-15 Months",127
2015,"Apr","Roscommon Hospital","15-18 Months",36
2015,"Apr","Roscommon Hospital","18+ Months",180
2015,"Apr","Royal Victoria Eye and Ear Hospital"," 0-3 Months",2219
2015,"Apr","Royal Victoria Eye and Ear Hospital"," 3-6 Months",1321
2015,"Apr","Royal Victoria Eye and Ear Hospital"," 6-9 Months",1293
2015,"Apr","Royal Victoria Eye and Ear Hospital"," 9-12 Months",1082
2015,"Apr","Royal Victoria Eye and Ear Hospital","12-15 Months",1034
2015,"Apr","Royal Victoria Eye and Ear Hospital","15-18 Months",964
2015,"Apr","Royal Victoria Eye and Ear Hospital","18+ Months",1669
2015,"Apr","Sligo Regional Hospital"," 0-3 Months",3938
2015,"Apr","Sligo Regional Hospital"," 3-6 Months",2210
2015,"Apr","Sligo Regional Hospital"," 6-9 Months",1755
2015,"Apr","Sligo Regional Hospital"," 9-12 Months",1572
2015,"Apr","Sligo Regional Hospital","12-15 Months",1123
2015,"Apr","Sligo Regional Hospital","15-18 Months",729
2015,"Apr","Sligo Regional Hospital","18+ Months",1377
2015,"Apr","South Infirmary Victoria University Hospital"," 0-3 Months",6269
2015,"Apr","South Infirmary Victoria University Hospital"," 3-6 Months",3240
2015,"Apr","South Infirmary Victoria University Hospital"," 6-9 Months",2991
2015,"Apr","South Infirmary Victoria University Hospital"," 9-12 Months",2672
2015,"Apr","South Infirmary Victoria University Hospital","12-15 Months",1971
2015,"Apr","South Infirmary Victoria University Hospital","15-18 Months",1205
2015,"Apr","South Infirmary Victoria University Hospital","18+ Months",2413
2015,"Apr","South Tipperary General Hospital"," 0-3 Months",1594
2015,"Apr","South Tipperary General Hospital"," 3-6 Months",889
2015,"Apr","South Tipperary General Hospital"," 6-9 Months",516
2015,"Apr","South Tipperary General Hospital"," 9-12 Months",290
2015,"Apr","South Tipperary General Hospital","12-15 Months",27
2015,"Apr","St. Columcille's Hospital"," 0-3 Months",826
2015,"Apr","St. Columcille's Hospital"," 3-6 Months",387
2015,"Apr","St. Columcille's Hospital"," 6-9 Months",349
2015,"Apr","St. Columcille's Hospital"," 9-12 Months",295
2015,"Apr","St. Columcille's Hospital","12-15 Months",135
2015,"Apr","St. Columcille's Hospital","15-18 Months",87
2015,"Apr","St. Columcille's Hospital","18+ Months",204
2015,"Apr","St. James's Hospital"," 0-3 Months",7261
2015,"Apr","St. James's Hospital"," 3-6 Months",2369
2015,"Apr","St. James's Hospital"," 6-9 Months",1216
2015,"Apr","St. James's Hospital"," 9-12 Months",648
2015,"Apr","St. James's Hospital","12-15 Months",384
2015,"Apr","St. James's Hospital","15-18 Months",29
2015,"Apr","St. James's Hospital","18+ Months",101
2015,"Apr","St. John's Hospital Limerick"," 0-3 Months",745
2015,"Apr","St. John's Hospital Limerick"," 3-6 Months",262
2015,"Apr","St. John's Hospital Limerick"," 6-9 Months",122
2015,"Apr","St. John's Hospital Limerick"," 9-12 Months",33
2015,"Apr","St. Luke's General Hospital Kilkenny"," 0-3 Months",1577
2015,"Apr","St. Luke's General Hospital Kilkenny"," 3-6 Months",396
2015,"Apr","St. Luke's General Hospital Kilkenny"," 6-9 Months",248
2015,"Apr","St. Luke's General Hospital Kilkenny"," 9-12 Months",192
2015,"Apr","St. Luke's General Hospital Kilkenny","12-15 Months",42
2015,"Apr","St. Luke's General Hospital Kilkenny","15-18 Months",2
2015,"Apr","St. Michael's Hospital Dun Laoghaire"," 0-3 Months",1095
2015,"Apr","St. Michael's Hospital Dun Laoghaire"," 3-6 Months",525
2015,"Apr","St. Michael's Hospital Dun Laoghaire"," 6-9 Months",253
2015,"Apr","St. Michael's Hospital Dun Laoghaire"," 9-12 Months",183
2015,"Apr","St. Michael's Hospital Dun Laoghaire","12-15 Months",47
2015,"Apr","St. Michael's Hospital Dun Laoghaire","15-18 Months",14
2015,"Apr","St. Vincent's University Hospital"," 0-3 Months",7752
2015,"Apr","St. Vincent's University Hospital"," 3-6 Months",3442
2015,"Apr","St. Vincent's University Hospital"," 6-9 Months",1939
